관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호,썸네일 이미지경로
"호텔,공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,영어,중국어,저상버스 접근 가능,장애인 전용 리프트,장애인 화장실,장애인 전용 주차장,없음,동반불가능,유료제공,전체금연,식음료장,세미나실,연회장,인터넷,비즈니스시설,침대에 설치 가능한 베이비가드 보유 및 사전신청 시 설치가능,있음,운행안함",CNTS_200000000008753,브라운 스위트 제주 호텔앤리조트,제주특별자치도 서귀포시 성산읍 고성리 1201,제주특별자치도 서귀포시 성산읍 고성오조로 94,"호텔,숙소,리조트,공공와이파이존,주차장,자연경관,비즈니스센터,무장애관광","124명 동시 수용가능한 레스토랑 , 다양한 미팅이 가능한 컨퍼런스룸, 유아풀이 구비되어있는 실내수영장 , 호텔 전지역 무료 wifi , 장애인지원시설, 넓은 주차장 등 다양한 서비스와 시설을 갖춘 브라운스위트",33.4327935,126.9279101,,064-786-6200,
"휴식,숙소,휴양펜션,펜션,바비큐,가족,해변,공공와이파이존,해안도로,올레,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019930,제니빌펜션,제주도 서귀포시 남원읍 남원리 1373,제주도 서귀포시 남원읍 태위로 604-15,"휴식,숙소,휴양펜션,펜션,바비큐,가족,해변,공공와이파이존,해안도로,올레",이국적인 디자인의 건물과 정원의 조화가 바다의 매력을 더하는 곳,33.276463,126.712494,,064-764-6777,
"휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,온돌방,해수욕장,수상레저,자연경관,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설",CNTS_000000000020506,드헤브펜션,제주특별자치도 제주시 구좌읍 하도리 1774-10,제주특별자치도 제주시 구좌읍 문주란로1길 74-24,"휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,온돌방,해수욕장,수상레저,자연경관",세련되고 고급스러운 인테리어가 인상적인 신축펜션,33.52417,126.883354,63363,064-783-1200,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020730,소소게스트하우스,제주특별자치도 제주시 애월읍 상가리 56-1,제주특별자치도 제주시 애월읍 소길남길 190-18,"휴식,숙소,게스트하우스,가족,정원,어린이동물농장,승마체험,주방기구",동물체험까지 가능한 다재다능 게스트하우스,33.41709,126.374985,63036,010-4692-4408,
"숙박, 민박, 종달,화장실,무료 WIFI,경보 및 피난시설,,,어려움,없음,동반가능,없음,전체금연,식음료장,세탁서비스,,",CNTS_200000000010113,밭담사이,제주특별자치도 제주시 구좌읍 종달리 563,제주특별자치도 제주시 구좌읍 종달로1길 115-1,"숙박,민박,종달,숙소,힐링,편백나무펜션,고향민박","제주 동쪽 끝 마을 종달리, 해변과 80m 떨어진 자연속에 어울러진 소나무와 수국 꽃으로 어우러진 집. 편백 내장재 사용 피톤치트 발산 이용자가 편한 곳",33.4880673,126.8804954,-,010-2961-0694,
"휴식,숙소,펜션,휴양펜션,바비큐,조식 포함,가족,해변,안전인증민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020740,섬타임즈,제주특별자치도 제주시 외도2동 2041-1,제주특별자치도 제주시 연대마을길 66-1,"휴식,숙소,펜션,휴양펜션,바비큐,조식 포함,가족,해변,안전인증민박",창밖에 펼쳐지는 원담의 풍경이 아름다운 곳,33.493294,126.42386,,064-711-9151,
"5성급호텔,숙소,호텔,리조트,공공와이파이존,수영장,주차장,관광호텔,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,엘리베이터,카드결제,현금결제,Room charge, Shinhwa reward point, Landing casino point, Samsung pay, Union pay, Alipay, Wechat pay,영어,중국어,단독접근가능,단차없음,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,풀장,세탁서비스,피트니스,비즈니스시설,운행",CNTS_200000000008956,신화관 제주신화월드 호텔 앤 리조트,제주특별자치도 서귀포시 안덕면 서광리 산 24 신화관 제주신화월드 호텔 앤 리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38 신화관 제주신화월드 호텔 앤 리조트,"5성급호텔,숙소,호텔,리조트,공공와이파이존,수영장,주차장,관광호텔,안전여행스탬프,제주신화월드,럭셔리트래블인제주,무장애관광","제주만의 낭만 가득한 프리미엄 휴양 리조트, 신화(Shinhwa)",33.3017501,126.3206458,,1670-8800,
"휴식,숙소,게스트하우스,독채,교통,조식 포함,공공와이파이존,해수욕장,돌담길,주차장,공용주차장,현금결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000020801,두베하우스,제주특별자치도 제주시 구좌읍 상도리 444,제주특별자치도 제주시 구좌읍 상하도길 46-12,"휴식,숙소,게스트하우스,독채,교통,조식 포함,공공와이파이존,해수욕장,돌담길,주차장",조용하고 편안한 우리 집,33.516922,126.866554,63362,010-3591-6896,
"숙소,pension,휴양펜션,가족,단체여행객,수영장,공공와이파이존",CNTS_000000000021791,제주올레하우스,제주특별자치도 제주시 구좌읍 행원리 3433-24,제주특별자치도 제주시 구좌읍 덕행로 450-23,"숙소,pension,휴양펜션,가족,단체여행객,수영장,공공와이파이존","행원리 자연속에 위치한 펜션 야외 수영장, 바베큐 구비",33.5341,126.79543,63349,010-9177-2170,
"숙소, 휴양콘도, 애월, 한담,공용주차장,현금결제,카드결제,3성급,유료제공,세미나실,바베큐장,인터넷,비즈니스시설,한식당, 노래방, 편의점, 족구장",CNTS_200000000009955,제주토비스콘도,제주특별자치도 제주시 애월읍 애월리 2505,제주특별자치도 제주시 애월읍 애월로1길 8,"숙소,휴양콘도,애월,한담,공공와이파이존,주차장,일몰명소","제주 토비스는 '애월'의 한담해변(패들보드, 서핑, 스쿠버, 카약)에 있는 전통있는 휴양콘도이다.
올래길이나 라이딩코스와 이어져 있고 전지훈련, 수학여행, 기업 연수 등의 편리한 입지조건을 갖추고 있다.",33.463073,126.3117479,,064-798-8200,
"안전인증민박, 스몰웨딩, 감귤체험, 펜션,공용주차장,화장실,무료 WIFI,흡연구역,경보 및 피난시설,카드결제,현금결제,단독접근가능,쉬움,동반불가능,없음,흡연구역제공,바베큐장,없음,운행안함",CNTS_200000000009413,마눌펜션,제주특별자치도 제주시 애월읍 상가리 2029-1,제주특별자치도 제주시 애월읍 고내봉서2길 73,"안전인증민박,스몰웨딩,감귤체험,펜션,숙소,휴양펜션,바비큐,온돌방,무장애관광",스몰 웨딩과 감귤 체험 그리고 아이들이 넓은 잔디밭을 뛰어놀 수  있는 이색적인 숙소,33.4493108,126.3325117,,010-5541-0809,
"숙소,바비큐,공공와이파이존,독채,펜션,휴양펜션,화장실",CNTS_000000000021474,브라운캐빈,제주특별자치도 제주시 애월읍 상가리 54-2,제주특별자치도 제주시 애월읍 소길남길 190-40,"숙소,바비큐,공공와이파이존,독채,펜션,휴양펜션",애월의 작은 숲속 펜션,33.41548,126.37527,63036,010-5054-9822,
"민박,공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500890,바다파파,제주특별자치도 제주시 조천읍 신촌리 557,제주특별자치도 제주시 조천읍 신촌10길 7,"민박,독채,펜션,가족,바비큐,공공와이파이존,단체여행객,해수욕장,수상레저","제주도 바닷가 앞, 가족펜션과 농장을 운영하는 바다파파입니다.",33.5351405,126.6258231,,064-752-3551,
"호텔 ,공용주차장,무료 WIFI,편의점,음료대",CNTS_000000000020875,BK호텔제주,제주특별자치도 서귀포시 서귀동 777-1,제주특별자치도 서귀포시 칠십리로91번길 12,"호텔,숙소,비즈니스센터,컨시어지 서비스,엘리베이터",서귀포시 서귀동에 위치한 신축 부티크 호텔,33.241108,126.5643,63596,064-763-0779,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501103,포지타노인제주,제주특별자치도 서귀포시 성산읍 신천리 287,제주특별자치도 서귀포시 성산읍 신천서로 27-5,"휴식,숙소,펜션,휴양펜션,스파,공공와이파이존,해수욕장,바비큐,가족",성산에 위치한 커플펜션 포지타노인제주펜션입니다.,33.3429821,126.8511337,,010-3228-2642,
"펜션,숙소,휴양펜션,공공와이파이존,독채,단체여행객,문화관광",CNTS_000000000022550,엘쯔타운펜션,제주특별자치도 제주시 애월읍 유수암리 892-2,제주특별자치도 제주시 애월읍 유수암평화길 136,"펜션,숙소,휴양펜션,공공와이파이존,독채,단체여행객,문화관광",숲에 둘러싸인 신축펜션,33.409441,126.4118394,,-10047,
"휴식,숙소,휴양펜션,펜션,해수욕장,공항,정원,공공와이파이존,주방기구,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019574,나무향기펜션,제주특별자치도 제주시 이호일동 647-1,제주특별자치도 제주시 도리로 62,"휴식,숙소,휴양펜션,펜션,해수욕장,공항,정원,공공와이파이존,주방기구","나무향기펜션은 이호해수욕장근처에 위치해있으며, 주변에 마트 식당 등이 위치해 이용하기 편리한 펜션입니다.",33.4988406,126.4589554,,064-743-2442,
"호텔,숙소,오션뷰호텔,발렛파킹,힐링,노천온천,4성급호텔,수영장",CNTS_000000000022551,밸류호텔 월드와이드 제주,제주특별자치도 제주시 연동 282-3,제주특별자치도 제주시 삼무로 56,"호텔,숙소,오션뷰호텔,발렛파킹,힐링,노천온천,4성급호텔,수영장","밸류호텔 제주""는 글로벌 호텔체인 ""밴티지 하스피탈리티그룹(Vantage Hospitality Group)""의 밸류호텔 월드와이드(Value Hotel Worldwide)"" 브랜드, 대한민국 3호점",33.489614,126.4925948,,-5725,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019396,펜션해다미,제주특별자치도 제주시 용담삼동 2319-8,제주특별자치도 제주시 서해안로 502,"휴식,숙소,휴양펜션,펜션,공항,해안도로,휴양콘도,카페",용담해안도로에 위치해있는 콘도형 펜션,33.5194025,126.4927413,,064-711-7900,
"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설",CONT_000000000501041,제주마실게스트하우스,제주특별자치도 제주시 오라일동 2444-34,제주특별자치도 제주시 서광로2길 11-16,"휴식,게스트하우스,숙소,민박,주차장,공공와이파이존,가족,물품보관서비스",오름의 테마가 있는 터미널근처 숙소,33.4988783,126.5136184,,064-753-0077,
"펜션,숙소,휴양펜션,해안도로,단체여행객,독채,바비큐,온돌방,가족,수영장,공공와이파이존,해수욕장,수상레저,해변,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000018266,CS빌리지,제주특별자치도 제주시 애월읍 신엄리 2758,제주특별자치도 제주시 애월읍 애월해안로 532-7,"펜션,숙소,휴양펜션,해안도로,단체여행객,독채,바비큐,온돌방,가족,수영장,공공와이파이존,해수욕장,수상레저,해변",제주 바다가 훤히 보이는 애월의 유럽풍 펜션,33.47845,126.36037,63047,064-799-8259,
"숙소, 민박, 독채민박, 전통가옥,공용주차장,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,카드결제,,영어,중국어,일본어,,단독접근가능,쉬움,3성급,동반불가능,없음,흡연구역제공,,,없음",CNTS_200000000012809,리틀해녀 ,제주특별자치도 제주시 용담삼동 531-31,제주특별자치도 제주시 용마로3길 10-7,"숙소,민박,독채민박,전통가옥,무장애관광","리틀해녀 북스테이, 가족과 함께 용담해안도로 독채민박",33.5147421,126.5056688,63150,064-713-2026,
"동복, 게스트하우스,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,쉬움,1성급,동반불가능,무료제공,흡연구역제공,식음료장,세미나실,연회장,인터넷,바베큐장,비즈니스시설,기타궁금한거문의주세요,,운행안함",CNTS_200000000008500,썸인제주,제주특별자치도 제주시 구좌읍 동복리 671,제주특별자치도 제주시 구좌읍 구좌해안로 52-13,"동복,게스트하우스,숙소,공공와이파이존,조식 포함,자연경관,바비큐","바다뷰를 자랑하는 게스트하우스.
",33.5561229,126.7205363,972-695,064-783-2887,
"휴식/힐링,5성급호텔,숙소,패키지관광,공공와이파이존,수영장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,,단차없음,시각장애인 접근성,쉬움,5성급,동반불가능,유료제공,전체금연,식음료장,세미나실,풀장,스파,세탁서비스,연회장,피트니스,인터넷,바베큐장,비즈니스시설,,유아침대,유아의자,탁아서비스,키즈클럽, 키즈 물품 대여 서비스, 키즈 프로그램,있음,운행안함",CNTS_200000000011719,그랜드 조선 제주,제주특별자치도 서귀포시 색달동 2101,제주특별자치도 서귀포시 중문관광로72번길 60,"휴식/힐링,5성급호텔,숙소,패키지관광,공공와이파이존,수영장,관광호텔,럭셔리트래블인제주,무장애관광","조선호텔앤리조트가 선보이는 독자 브랜드 호텔로, 조선호텔 100년 전통의 노하우와 고전적인 우아함을 현대적인 감각으로 재해석한 럭셔리 리조트 호텔입니다. ",33.2498464,126.4050769,63535,064-738-6600,
