관련 태그 전체,콘텐츠 ID,콘텐츠명,주소,도로명주소,태그,간단소개,위도,경도,우편번호,전화번호
"통파인애플쥬스, 수목원야시장, 한라수목원,공용주차장,화장실,무료 WIFI,장애인 화장실,장애인 전용 주차장,통파인애플쥬스, 크림딸기크로와상,어린이 출입가능,가능",CNTS_200000000012572,볕이드는곳벧디,제주특별자치도 제주시 연동 1326,제주특별자치도 제주시 은수길 65,"통파인애플쥬스,수목원야시장,한라수목원,음식,식당,에스프레소,아메리카노,카푸치노,카페라떼,바닐라라떼,카라멜라떼,카라멜마끼아또,카페모카,크림라떼,아포가토,라떼,얼그레이밀크티,말차,차,스무디,딸기스무디,바나나스무디,수제요거트,아이스크림,캐모마일,페퍼민트,얼그레이,유자차,레몬차,자몽차,모히또,라임모히또,에이드,빵,케이크,머핀,브라우니,에그타르트,피칸파이,크로아상,마늘빵,무장애관광",한라수목원에 위치한 디저트카페 볕이드는곳벧디는 조용하고 쾌적한 숲에 위치한 힐링할 수 있는 감성 카페이다. ,33.471491,126.4881721,,064-746-1541
"외도, 양대창,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,,영어,,청각장애인 접근성,저상버스 접근 가능,쉬움,대창구이, 막창구이, 특양구이,어린이 출입가능,유아의자,,가능,없음",CNTS_200000000010573,오마이양대창 제주외도점,제주특별자치도 제주시 외도일동 445-11,제주특별자치도 제주시 우정로 20,"외도,양대창,음식,대창구이,특양구이,막창구이,돼지김치찌개,식당,곱창구이,염통구이,곱창전골,갈비김치찌개,무장애관광",연타발이 만든 프렌차이즈 오마이양대창입니다.,33.4891262,126.4315708,-,064-712-2041
"서귀포 월드컵경기장, 세리월드, 보말국수, 성게국수,공용주차장,화장실,무료 WIFI,수두리 보말국수, 성게국수, 고기국수,어린이 출입가능,가능",CNTS_200000000013062,앙끄레국수,제주특별자치도 서귀포시 법환동 876-1,제주특별자치도 서귀포시 법환상로2번길 97-18,"서귀포 월드컵경기장,세리월드,보말국수,성게국수,음식,식당,고기국수,비빔국수,멸치국수,수육,만두,회국수,국수,물만두,성게국",서귀포 월드컵경기장 인근에 위치한 국수 전문점인 앙끄레국수는 제주산 1등급 돼지고기만을 이용하고 돼지사골을 12시간 이상 푹고와 정성스럽고 구수한 국물을 만든다.,33.2474435,126.5116938,,064-739-2999
"서호동, 해장국, 선지해장국,공용주차장,화장실,무료 WIFI,선지해장국, 소고기해장국,어린이 출입가능,가능",CNTS_200000000013063,미풍해장국 서귀포직영점,제주특별자치도 서귀포시 서호동 1473-9,제주특별자치도 서귀포시 신동로27번길 12-4,"서호동,해장국,선지해장국,음식,식당,소고기해장국,소머리수육",서귀포시 서호동에 위치한 미풍해장국 서귀포직영점은 제주에 수 많은 체인점을 가진 미풍해장국의 직영점으로 아침 일찍부터 문을 열어 아침식사가 가능하다.,33.2513086,126.5117688,,064-738-8851
"우도, 우도땅콩아이스크림, 땅콩와플,공용주차장,화장실,무료 WIFI,흡연구역,엘리베이터,장애인 전용 주차장,장애인 화장실,우도땅콩아이스크림, 땅콩와플, 감자튀김,어린이 출입가능,가능",CNTS_200000000012699,카페인우도,제주특별자치도 제주시 우도면 연평리 290-10,제주특별자치도 제주시 우도면 우도해안길 1040,"우도,우도땅콩아이스크림,땅콩와플,음식,카페,아메리카노,카페라떼,크림라떼,바닐라라떼,라떼,핫초코,차,캐모마일,페퍼민트,루이보스,밀크쉐이크,망고주스,딸기주스,에이드,레몬에이드,자몽에이드,무장애관광",우도 동쪽에 위치한 영일동포구 앞 푸른 정원이 있는 힐링카페. 카페인우도는 넓은 정원에 선배드와 빈백으로 휴식을 제공하며 우도 땅콩이 듬뿍 얹혀진 우도땅콩아이스크림과 땅콩와플을 즐길 수 있다.,33.5024884,126.9680172,,
"정식, 두루치기, 칠성로, 백반, 제육볶음, 가정식,공용주차장,화장실,무료 WIFI,두루치기, 제육볶음,어린이 출입가능,불가능",CNTS_200000000012645,곤밥2,제주특별자치도 제주시 일도일동 1259-1,제주특별자치도 제주시 서부두남길 8,"정식,두루치기,칠성로,백반,제육볶음,가정식,음식,식당,한치물회,몸국,김치찌개,순두부,비빔밥,자리물회,닭볶음탕,오리주물럭,갈비탕,된장찌개,동태찌개,육개장","칠성로에 위치한 곤밥2는 정식, 즉 백반을 파는 곳으로 두루치기가 유명한 집이다. 이외에 여러 식사 메뉴와 더불어 계절 메뉴도 판매하고 있다.",33.5149292,126.5277707,,064-759-2918
"연동, 낙지볶음, 청국장,화장실,무료 WIFI,낙지볶음, 청국장,어린이 출입가능,가능",CNTS_200000000012980,연동길,제주특별자치도 제주시 연동 292-94,제주특별자치도 제주시 은남2길 23,"연동,낙지볶음,청국장,음식,식당,새우볶음",제주시 연동에 위치한 연동길은 싱싱한 낙지를 사용하여 매운게 땡기는 날이나 스트레스 받는 날 매콤한 낙지볶음을 즐길 수 있다.,33.4881035,126.4934516,,064-748-9363
"사라봉, 동태찌개, 김치찌개,공용주차장,화장실,동태찌개, 김치찌개,어린이 출입불가,불가능",CNTS_200000000012989,안전식당,제주특별자치도 제주시 건입동 709-3,제주특별자치도 제주시 사라봉길 4,"사라봉,동태찌개,김치찌개,음식,식당","사라봉 오거리 인근에 위치한 안전식당은 오랫동안 동네 주민들이 많이 다녀간 한식 전문점으로 동태찌개, 김치찌개로 한끼 식사를 든든하게 채울 수 있는 곳이다.",33.5144098,126.539254,,064-752-3935
"삼설혈, 국수거리, 고기국수,공용주차장,화장실,무료 WIFI,고기국수, 미미국수, 비빔고기국수,어린이 출입불가,불가능",CNTS_200000000012988,미미국수,제주특별자치도 제주시 일도이동 1046-11,제주특별자치도 제주시 삼성로 39,"삼설혈,국수거리,고기국수,음식,식당,국수,비빔국수,열무국수,비빔밥,순대국밥,국밥,불족,돔베고기,물만두,만두,김치전,감자전,찹쌀순대,순대,가오리무침,검은콩국수",제주시 국수거리에 위치한 국수전문점인 미미국수는 신선하고 엄선된 재료로 정성을 다해 만든 진한육수와 생 소면만을 사용해 더욱 쫄깃한 식감의 국수가 준비되어 있다. ,33.5066756,126.5299123,,064-748-5678
"왕갈비탕, 전복뚝배기, 나주곰탕,공용주차장,화장실,무료 WIFI,왕갈비탕, 전복뚝배기, 나주곰탕,어린이 출입가능,불가능",CNTS_200000000013078,황우정,제주특별자치도 제주시 노형동 906,제주특별자치도 제주시 도령로 46,"왕갈비탕,전복뚝배기,나주곰탕,음식,식당,갈비탕,전복왕갈비탕,곰탕,전복,해물탕,전복구이,비빔밥,왕만두,가마솥밥,명태조림,동태전골","제주시 노형동에 위치한 왕갈비탕 전문점인 황우정은 정갈하게 손질된 왕갈비와 한방 약재, 버섯 등을 사용하여 이 곳만의 특제 육수로 우려내어 국물이 깊고 진한 맛의 왕갈비탕이 준비되어있다.",33.4882591,126.4838847,,064-749-3344
"성산,신산리,올디쇼콜라,올디바닐라,건축상,음식,카페,아메리카노,카페라떼,에이드,공용주차장,화장실,무료 WIFI,올디쇼콜라, 올디바닐라,어린이 출입가능,가능",CNTS_200000000013110,카페아오오,제주특별자치도 서귀포시 성산읍 신산리 420,제주특별자치도 서귀포시 성산읍 환해장성로 75,"성산,신산리,올디쇼콜라,올디바닐라,건축상,음식,카페,아메리카노,카페라떼,에이드,에스프레소,카푸치노,바닐라라떼,카라멜마끼아또,자몽차,허브티,홍차,고구마라떼,말차라떼,밀크쉐이크,애플망고스무디,스무디,쉐이크",제주시 신산리에 위치한 카페 아오오는 2020년 제주틀별자치도 건축문화대상에서 상을 받은 건물이며 맞은편에는 푸른 바다가 펼쳐진 오션뷰 카페이다.,33.3791361,126.8799749,,064-782-0007
"서귀포올레시장, 할머니떡집, 오메기떡, 제주떡맛집,오메기떡, 감귤모찌,어린이 출입가능,불가능",CNTS_200000000012732,할머니떡집방앗간,제주특별자치도 서귀포시 서귀동 298-8,제주특별자치도 서귀포시 중앙로79번길 12,"서귀포올레시장,할머니떡집,오메기떡,제주떡맛집,음식,카페,떡,쑥떡,인절미,꿀떡,찹쌀떡",서귀포 올레시장 내 위치한 할머니떡집방앗간은 오메기떡 맛집으로 오메기떡 뿐만 아니라 40년 전통의 노하우를 다양한 맛과 정성으로 담아낸 떡집이다.,33.2512764,126.5603458,,064-732-6210
"구제주, 신산공원, 삼성혈,공용주차장,화장실,무료 WIFI,흡연구역,엘리베이터,장애인 전용 주차장,장애인 화장실,추어탕,어린이 출입가능,가능",CNTS_200000000012663,동이트는집,제주특별자치도 제주시 일도이동 168-11,제주특별자치도 제주시 신산로 71,"구제주,신산공원,삼성혈,음식,식당,추어탕,된장,멸치젓,양념게장,무장애관광",신산공원 길 건너에 위치한 동이트는집은 매일 공수되는 신선한 재료를 사용하여 식사를 제공한다. 메뉴는 추어탕과 추어튀김이며 제공되는 반찬도 훌륭하다.,33.5074222,126.5344843,,064-758-2309
"함덕해수욕장, 김밥, 라면,공용주차장,화장실,무료 WIFI,해녀김밥, 딱새우김밥, 전복해물라면,어린이 출입가능,가능",CNTS_200000000012606,해녀김밥 본점,제주특별자치도 제주시 조천읍 함덕리 1252-55,제주특별자치도 제주시 조천읍 조함해안로 490 1층,"함덕해수욕장,김밥,라면,음식,식당,2022고메페스타,전복,딱새우,전복해물라면,성게미역국,오징어튀김,호가든",함덕해수욕장 서편에 위치한 해녀김밥은 전 메뉴를 제주산 청정 재료를 사용하여 만들고 있으며 톳이 들어간 해녀김밥과 시원한 국물의 전복해물라면 등이 있다.,33.5425589,126.665241,,064-782-3005
"휴식/치유, 떡, 찹살떡, 인절미,공용주차장,현금결제,카드결제,화장실,무료 WIFI,카드결제,현금결제,,,단독접근가능,쉬움,현무암인절미, 카스테라단호박인절미, 구름떡, 제주감귤인절미, 제주쑥인절미,어린이 출입가능,,가능,없음",CNTS_200000000010055,제주의봄,제주특별자치도 서귀포시 서호동 1232-4,제주특별자치도 서귀포시 신북로 16,"휴식/치유,떡,찹살떡,인절미,음식,식당,라떼,아메리카노,헤이즐넛,카푸치노,카페라떼,무장애관광","유화제 및 보존제, 알록달록 색소 등, 어떠한 인공 첨가물도 사용하지 않고 건강한 떡과 음료 및 디져트를 즐기실 수 있는 찹쌀전문 떡공방 & 디져트카페이다.",33.2583413,126.5127614,-,064-738-1007
"가성비, 갈치구이, 갈치조림, 한식, 로컬맛집,화장실,무료 WIFI,갈치구이정식, 갈치조림,어린이 출입가능,불가능",CNTS_200000000012750,뚱보아저씨,제주특별자치도 제주시 한경면 저지리 1715-24,제주특별자치도 제주시 한경면 중산간서로 3651,"가성비,갈치구이,갈치조림,한식,로컬맛집,음식,식당,육개장,김치전골,갈치구이정식,고등어조림,성게미역국","한경면에 위치한 뚱보아저씨는 가성비 훌륭한 갈치구이정식으로 잘 알려진 맛집으로 갈치구이와 고등어조림, 성게미역국을 단돈 9,900원에 맛볼 수 있다.",33.3306389,126.2554594,,064-772-1112
"숙성흑돼지, 숙성도, 제주고기맛집, 돼지고기, 삼겹살,공용주차장,화장실,무료 WIFI,교차숙성흑돼지, 960숙성뼈등심, 720숙성흑삼겹,어린이 출입가능,불가능",CNTS_200000000012590,숙성도,제주특별자치도 제주시 노형동 941-2,제주특별자치도 제주시 원노형로 41,"숙성흑돼지,숙성도,제주고기맛집,돼지고기,삼겹살,음식,식당,2022고메페스타,흑돼지,목살,등심,가브리살,항정살,돼지껍데기,양념돼지껍데기,김치찌개,볶음밥,열무국수,비빔국수",노형동에 위치한 숙성도 본점은 제주산 흑돼지를 숙성하여 특수부위까지 전문적으로 맛 볼 수 있는 곳으로 제주에는 노형동 본점과 중문점이 있다.,33.4850283,126.4850965,,064-711-5212
"음식점,해장국,제주시내,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제,,영어,,해장국 내장탕,어린이 출입가능,유아의자,,가능,없음",CNTS_200000000013891,경미해장국,제주특별자치도 제주시 노형동 1294-1 경미해장국,제주특별자치도 제주시 도령로 39 (노형동) 경미해장국,"음식점,해장국,제주시내,내장탕,음식",가족이 직접 운영하는 식당으로 찾아 온 손님에게 진심과 정성으로 우려낸 진한 사골 국물로 만든 해장국 맛집,33.4885752,126.4829022,63098,064-742-5387
"망고쉐이크, 망고주스, 제주망고,공용주차장,화장실,무료 WIFI,스페셜망고쉐이크, 코코넛애플망고쉐이크,어린이 출입가능,가능",CNTS_200000000012540,리치망고 도두해안로점,제주특별자치도 제주시 도두일동 1753-1,제주특별자치도 제주시 서해안로 191,"망고쉐이크,망고주스,제주망고,음식,카페,레몬에이드,유자에이드,자몽에이드,에이드,패션후르츠에이드,차,자몽차,레몬차,매실차,유자차,망고빙수,눈꽃빙수,허니브레드,크로크무슈,쉐이크,밀크쉐이크,과일쉐이크,에스프레소,아메리카노,카페라떼,카푸치노,카라멜라떼,모카라떼,망고라떼,딸기라떼,레몬그라스",도두봉 인근에 위치한 리치망고 도두해안로점은 100% 순수 과일로 만든 망고쉐이크를 판매하고 있다.,33.5057745,126.4687,,
